db,table,column,type,length,precision,scale,nullable,padded
dbo,MeasurementSetRequired,JobID,int,4,10,0,1,0
dbo,MeasurementSetRequired,PartID,int,4,10,0,1,0
dbo,MeasurementSetRequired,AssignedLoginID,int,4,10,0,1,0
dbo,MeasurementSetRequired,InventoryPackID,int,4,10,0,1,0
dbo,ModulePackedDateTime,SerialNo,nvarchar,508,0,0,1,1
dbo,ModulePackedDateTime,TimePacked,datetime,8,23,3,1,0
dbo,ModulePackedDateTime,IMS_No,nvarchar,100,0,0,1,1
dbo,ModulePackedDateTime_Buffer,SerialNo,nvarchar,508,0,0,0,1
dbo,ModulePackedDateTime_Buffer,TimePacked,datetime,8,23,3,1,0
dbo,ModulePackedDateTime_Buffer,IMS_No,nvarchar,100,0,0,1,1
dbo,OPCClient,OPCClientID,smallint,2,5,0,0,0
dbo,OPCClient,OPCClient,nvarchar,508,0,0,0,1
dbo,OPCClient,ComputerID,smallint,2,5,0,0,0
dbo,OPCClient,ModifiedDT,datetime,8,23,3,0,0
dbo,OPCClient,LastUpdateDT,datetime,8,23,3,0,0
dbo,OPCConstant,OPCConstantID,int,4,10,0,0,0
dbo,OPCConstant,OPCItemID,int,4,10,0,0,0
dbo,OPCConstant,Description,nvarchar,100,0,0,1,1
dbo,OPCConstant,Constant,float,8,53,0,0,0
dbo,OPCConstant,Formula,nvarchar,2000,0,0,1,1
dbo,OPCConstant,ModifiedDT,datetime,8,23,3,0,0
dbo,OPCConstant,LoginID,smallint,2,5,0,0,0
dbo,OPCCounter,OPCCounterID,int,4,10,0,0,0
dbo,OPCCounter,OPCItemID,int,4,10,0,0,0
dbo,OPCCounter,Description,nvarchar,508,0,0,1,1
dbo,OPCCounter,LoValue,bigint,8,19,0,1,0
dbo,OPCCounter,HiValue,bigint,8,19,0,1,0
dbo,OPCCounter,Scale,float,8,53,0,0,0
dbo,OPCCounter,Offset,float,8,53,0,0,0
dbo,OPCCounter,Formula,nvarchar,2000,0,0,1,1
dbo,OPCCounter,UnitCountTypeID,smallint,2,5,0,1,0
dbo,OPCCounter,ScrapReasonID,smallint,2,5,0,1,0
dbo,OPCCounter,ModifiedDT,datetime,8,23,3,0,0
dbo,OPCCounter,LoginID,smallint,2,5,0,0,0
dbo,OPCCounter,IsProduction,tinyint,1,3,0,1,0
dbo,OPCCounter,AcceptableRateOfChange,float,8,53,0,1,0
dbo,OPCCounter,RfDeltaValueModeID,tinyint,1,3,0,0,0
dbo,OPCDigital,OPCDigitalID,int,4,10,0,0,0
dbo,OPCDigital,OPCItemID,int,4,10,0,0,0
dbo,OPCDigital,Description,nvarchar,508,0,0,1,1
dbo,OPCDigital,Formula,nvarchar,2000,0,0,1,1
dbo,OPCDigital,VariableTypeID,int,4,10,0,1,0
dbo,OPCDigital,HeadNo,smallint,2,5,0,0,0
dbo,OPCDigital,SampleNo,smallint,2,5,0,0,0
dbo,OPCDigital,PositionNo,smallint,2,5,0,0,0
dbo,OPCDigital,ModifiedDT,datetime,8,23,3,0,0
dbo,OPCDigital,LoginID,smallint,2,5,0,0,0
dbo,OPCGroup,OPCGroupID,int,4,10,0,0,0
dbo,OPCGroup,Deadband,float,8,53,0,1,0
dbo,OPCGroup,UpdateRate,int,4,10,0,1,0
dbo,OPCGroup,OPCGroup,nvarchar,100,0,0,0,1
dbo,OPCGroup,IsActive,tinyint,1,3,0,1,0
dbo,OPCGroup,RfGroupNotifyModeID,tinyint,1,3,0,0,0
dbo,OPCGroup,TimeBias,int,4,10,0,1,0
dbo,OPCGroup,OPCServerID,smallint,2,5,0,1,0
dbo,OPCGroup,IsPublic,tinyint,1,3,0,1,0
dbo,OPCGroup,LocalID,smallint,2,5,0,1,0
dbo,OPCGroup,CacheUpdateRate,int,4,10,0,0,0
dbo,OPCItem,OPCItemID,int,4,10,0,0,0
dbo,OPCItem,OPCServerID,smallint,2,5,0,0,0
dbo,OPCItem,OPCGroupID,int,4,10,0,1,0
dbo,OPCItem,TagName,nvarchar,100,0,0,0,1
dbo,OPCItem,TagAddress,nvarchar,508,0,0,0,1
dbo,OPCItem,RfOPCItemTypeID,tinyint,1,3,0,0,0
dbo,OPCItem,IsNotify,tinyint,1,3,0,0,0
dbo,OPCItem,RawValue,nvarchar,40,0,0,1,1
dbo,OPCItem,UpdatedDT,datetime,8,23,3,0,0
dbo,OPCItem,Quality,nvarchar,100,0,0,1,1
dbo,OPCItem,Value,nvarchar,40,0,0,1,1
dbo,OPCItem,LastRawValue,nvarchar,40,0,0,1,1
dbo,OPCItem,LastUpdatedDT,datetime,8,23,3,0,0
dbo,OPCItem,LastQuality,nvarchar,100,0,0,1,1
dbo,OPCItem,LastValue,nvarchar,40,0,0,1,1
dbo,OPCItem,MachineStageID,smallint,2,5,0,1,0
dbo,OPCItem,ChangeAction,nvarchar,508,0,0,1,1
dbo,OPCItem,PLCID,smallint,2,5,0,0,0
dbo,OPCItem,IsDatedOnServer,tinyint,1,3,0,0,0
dbo,OPCItem,IsStoredAsArray,tinyint,1,3,0,0,0
dbo,OPCItem,IsActive,tinyint,1,3,0,0,0
dbo,OPCItem,MachineStageEventTypeID,smallint,2,5,0,1,0
dbo,OPCItem,RfTransitionTypeID,tinyint,1,3,0,0,0
dbo,OPCItem,TransitionToValue,nvarchar,100,0,0,1,1
dbo,OPCItemHistory,OPCItemHistoryID,int,4,10,0,0,0
dbo,OPCItemHistory,OPCItemID,int,4,10,0,0,0
dbo,OPCItemHistory,UpdatedDT,datetime,8,23,3,0,0
dbo,OPCItemHistory,RawValue,nvarchar,40,0,0,1,1
dbo,OPCItemHistory,Value,nvarchar,40,0,0,1,1
dbo,OPCItemHistory,Quality,nvarchar,100,0,0,1,1
dbo,OPCItemHistory,CommittedDT,datetime,8,23,3,0,0
dbo,OPCMachineEvent,OPCMachineEventID,int,4,10,0,0,0
dbo,OPCMachineEvent,OPCItemID,int,4,10,0,0,0
dbo,OPCMachineEvent,Description,nvarchar,508,0,0,1,1
dbo,OPCMachineEvent,Formula,nvarchar,2000,0,0,1,1
dbo,OPCMachineEvent,ModifiedDT,datetime,8,23,3,0,0
dbo,OPCMachineEvent,LoginID,smallint,2,5,0,0,0
dbo,OPCMachineEvent,RfMachineStopRecordModeID,tinyint,1,3,0,0,0
dbo,OPCMachineEventCode,OPCMachineEventCodeID,int,4,10,0,0,0
dbo,OPCMachineEventCode,OPCMachineEventCode,nvarchar,100,0,0,0,1
dbo,OPCMachineEventCode,OPCMachineEventID,int,4,10,0,0,0
dbo,OPCMachineEventCode,MachineStopReasonID,smallint,2,5,0,1,0
dbo,OPCMachineEventCode,IsRunning,tinyint,1,3,0,0,0
dbo,OPCParameter,OPCParameterID,int,4,10,0,0,0
dbo,OPCParameter,OPCItemID,int,4,10,0,0,0
dbo,OPCParameter,Description,nvarchar,508,0,0,1,1
dbo,OPCParameter,Scale,float,8,53,0,0,0
dbo,OPCParameter,Offset,float,8,53,0,0,0
dbo,OPCParameter,Formula,nvarchar,2000,0,0,1,1
dbo,OPCParameter,VariableTypeID,int,4,10,0,1,0
dbo,OPCParameter,HeadNo,smallint,2,5,0,0,0
dbo,OPCParameter,SampleNo,smallint,2,5,0,0,0
dbo,OPCParameter,PositionNo,smallint,2,5,0,0,0
dbo,OPCParameter,ModifiedDT,datetime,8,23,3,0,0
dbo,OPCParameter,LoginID,smallint,2,5,0,0,0
dbo,OPCServer,OPCServerID,smallint,2,5,0,0,0
dbo,OPCServer,OPCClientID,smallint,2,5,0,0,0
dbo,OPCServer,OPCServer,nvarchar,508,0,0,0,1
dbo,OPCServer,ProgID,nvarchar,508,0,0,0,1
dbo,OPCServer,IsActive,tinyint,1,3,0,0,0
dbo,OPCServer,ComputerID,smallint,2,5,0,1,0
dbo,OPCSpeed,OPCSpeedID,int,4,10,0,0,0
dbo,OPCSpeed,OPCItemID,int,4,10,0,0,0
dbo,OPCSpeed,Description,nvarchar,508,0,0,1,1
dbo,OPCSpeed,Scale,float,8,53,0,0,0
dbo,OPCSpeed,Formula,nvarchar,2000,0,0,1,1
dbo,OPCSpeed,ModifiedDT,datetime,8,23,3,0,0
dbo,OPCSpeed,LoginID,smallint,2,5,0,0,0
dbo,OPCText,OPCTextID,int,4,10,0,0,0
dbo,OPCText,OPCItemID,int,4,10,0,0,0
dbo,OPCText,Description,nvarchar,508,0,0,1,1
dbo,OPCText,ModifiedDT,datetime,8,23,3,0,0
dbo,OPCText,LoginID,smallint,2,5,0,0,0
dbo,Operation,OperationID,int,4,10,0,0,0
dbo,Operation,OperationTypeID,smallint,2,5,0,0,0
dbo,Operation,MachineStageID,smallint,2,5,0,0,0
dbo,Operation,JobID,int,4,10,0,0,0
dbo,OperationType,OperationTypeID,smallint,2,5,0,0,0
dbo,OperationType,OperationType,nvarchar,508,0,0,0,1
dbo,OperationType,OperationTypeCode,nvarchar,100,0,0,1,1
dbo,OperationType,Description,nvarchar,508,0,0,1,1
dbo,OperationType,PartTypeID,smallint,2,5,0,0,0
dbo,OperationType,Sequence,smallint,2,5,0,0,0
dbo,OperationType,IsOptional,tinyint,1,3,0,0,0
dbo,Part,PartID,int,4,10,0,0,0
dbo,Part,PartNumber,nvarchar,508,0,0,0,1
dbo,Part,Description,nvarchar,508,0,0,1,1
dbo,Part,IsRetired,tinyint,1,3,0,0,0
dbo,Part,BaseUnitID,smallint,2,5,0,0,0
dbo,Part,PartTypeID,smallint,2,5,0,0,0
dbo,Part,Reference1,nvarchar,508,0,0,1,1
dbo,Part,Reference2,nvarchar,508,0,0,1,1
dbo,Part,Reference3,nvarchar,508,0,0,1,1
dbo,Part,Reference4,nvarchar,508,0,0,1,1
dbo,Part,Reference5,nvarchar,508,0,0,1,1
dbo,Part,Variant1,nvarchar,200,0,0,1,1
dbo,Part,Variant2,nvarchar,200,0,0,1,1
dbo,Part,Variant3,nvarchar,200,0,0,1,1
dbo,Part,Variant4,nvarchar,200,0,0,1,1
dbo,Part,Variant5,nvarchar,200,0,0,1,1
dbo,Part,Variant6,nvarchar,200,0,0,1,1
dbo,Part,Variant7,nvarchar,200,0,0,1,1
dbo,Part,Variant8,nvarchar,200,0,0,1,1
dbo,Part,Variant9,nvarchar,200,0,0,1,1
dbo,Part,Variant10,nvarchar,200,0,0,1,1
dbo,Part,Variant11,nvarchar,200,0,0,1,1
dbo,Part,Variant12,nvarchar,200,0,0,1,1
dbo,Part,Variant13,nvarchar,200,0,0,1,1
dbo,Part,Variant14,nvarchar,200,0,0,1,1
dbo,Part,Variant15,nvarchar,200,0,0,1,1
dbo,Part,Variant16,nvarchar,200,0,0,1,1
dbo,Part,Variant17,nvarchar,200,0,0,1,1
dbo,Part,Variant18,nvarchar,200,0,0,1,1
dbo,Part,Variant19,nvarchar,200,0,0,1,1
dbo,Part,Variant20,nvarchar,200,0,0,1,1
dbo,Part_,PartID,int,4,10,0,0,0
dbo,Part_,TheoreticalSpeed,float,8,53,0,1,0
dbo,Part_,LabelsPerInventoryPack,smallint,2,5,0,1,0
dbo,Part_,ItemsPerInventoryPack,float,8,53,0,1,0
dbo,Part_,ItemsPerLayer,float,8,53,0,1,0
dbo,Part_,LayersPerInventoryPack,int,4,10,0,1,0
dbo,Part_,PackingCode,nvarchar,100,0,0,1,1
dbo,Part_,LabelTemplate,nvarchar,508,0,0,1,1
dbo,Part_,ProductionInstructions,nvarchar,2000,0,0,1,1
dbo,Part_,QualityInstructions,nvarchar,2000,0,0,1,1
dbo,Part_,CustomerPartNo,nvarchar,508,0,0,1,1
dbo,Part_,CustomerPartDescription,nvarchar,508,0,0,1,1
dbo,Part_,LabelText1,nvarchar,508,0,0,1,1
dbo,Part_,LabelText2,nvarchar,508,0,0,1,1
dbo,Part_,LabelText3,nvarchar,508,0,0,1,1
dbo,Part_,UnitPrice1,float,8,53,0,1,0
dbo,Part_,UnitPrice2,float,8,53,0,1,0
dbo,Part_,LegacyPartNo,nvarchar,508,0,0,1,1
dbo,Part_,CreateDT,datetime,8,23,3,0,0
dbo,Part_,ModifiedDT,datetime,8,23,3,0,0
dbo,Part_,LoginID,smallint,2,5,0,0,0
dbo,Part_,PartRevisionNo,nvarchar,100,0,0,1,1
dbo,Part_,PartClassificationID,smallint,2,5,0,0,0
dbo,Part_,LastPurchaseCost,float,8,53,0,1,0
dbo,Part_,AveragePurchaseCost,float,8,53,0,1,0
dbo,Part_,StandardPurchaseCost,float,8,53,0,1,0
dbo,Part_,StandardManufactureCost,float,8,53,0,1,0
dbo,Part_,StandardSaleCost,float,8,53,0,1,0
dbo,Part_,PartSubClassificationID,smallint,2,5,0,0,0
dbo,Part_,CreatedInvUseByPeriod,int,4,10,0,1,0
dbo,Part_,CreatedInvUseAfterPeriod,int,4,10,0,1,0
dbo,Part_custom,PartID,int,4,10,0,0,0
dbo,Part_custom,Txn_date,datetime,8,23,3,1,0
dbo,Part_custom,Inventory_Item_Id,int,4,10,0,1,0
dbo,Part_custom,Item_Type_Description,nvarchar,508,0,0,1,1
dbo,PartClassification,PartClassificationID,smallint,2,5,0,0,0
dbo,PartClassification,PartClassification,nvarchar,508,0,0,0,1
dbo,PartClassification,RfPartClassificationID,smallint,2,5,0,0,0
dbo,PartInstance,PartInstanceID,int,4,10,0,0,0
dbo,PartInstance,MeasurementSetID,int,4,10,0,0,0
dbo,PartInstance,HeadNo,smallint,2,5,0,0,0
dbo,PartInstance,SampleNo,smallint,2,5,0,0,0
dbo,PartInstance,SerialNo,nvarchar,508,0,0,1,1
dbo,PartSubClassification,PartSubClassificationID,smallint,2,5,0,0,0
dbo,PartSubClassification,PartSubClassification,nvarchar,508,0,0,0,1
dbo,PartSubClassification,PartClassificationID,smallint,2,5,0,0,0
dbo,PartType,PartTypeID,smallint,2,5,0,0,0
dbo,PartType,PartType,nvarchar,508,0,0,0,1
dbo,PartType,Description,nvarchar,508,0,0,1,1
dbo,PartType,PartTypeCode,nvarchar,100,0,0,1,1
dbo,PartType,Variant1TagListID,smallint,2,5,0,1,0
dbo,PartType,Variant2TagListID,smallint,2,5,0,1,0
dbo,PartType,Variant3TagListID,smallint,2,5,0,1,0
dbo,PartType,Variant4TagListID,smallint,2,5,0,1,0
dbo,PartType,Variant5TagListID,smallint,2,5,0,1,0
dbo,PartType,Variant6TagListID,smallint,2,5,0,1,0
dbo,PartType,Variant7TagListID,smallint,2,5,0,1,0
dbo,PartType,Variant8TagListID,smallint,2,5,0,1,0
dbo,PartType,Variant9TagListID,smallint,2,5,0,1,0
dbo,PartType,Variant10TagListID,smallint,2,5,0,1,0
dbo,PartType,Variant11TagListID,smallint,2,5,0,1,0
dbo,PartType,Variant12TagListID,smallint,2,5,0,1,0
dbo,PartType,Variant13TagListID,smallint,2,5,0,1,0
dbo,PartType,Variant14TagListID,smallint,2,5,0,1,0
dbo,PartType,Variant15TagListID,smallint,2,5,0,1,0
dbo,PartType,Variant16TagListID,smallint,2,5,0,1,0
dbo,PartType,Variant17TagListID,smallint,2,5,0,1,0
dbo,PartType,Variant18TagListID,smallint,2,5,0,1,0
dbo,PartType,Variant19TagListID,smallint,2,5,0,1,0
dbo,PartType,Variant20TagListID,smallint,2,5,0,1,0
dbo,PartType,RfInventoryAccountingModeID,tinyint,1,3,0,0,0
dbo,PLC,PLCID,smallint,2,5,0,0,0
dbo,PLC,PLC,varchar,50,0,0,0,1
dbo,PLC,Description,nvarchar,508,0,0,1,1
dbo,Product,ProductID,int,4,10,0,0,0
dbo,Product,ProductTypeID,smallint,2,5,0,0,0
dbo,Product,Name,nvarchar,508,0,0,0,1
dbo,Product,Description,nvarchar,508,0,0,1,1
dbo,Product,IsRetired,tinyint,1,3,0,0,0
dbo,Product,PartID,int,4,10,0,1,0
dbo,Product,Variant1,nvarchar,50,0,0,1,1
dbo,Product,Variant2,nvarchar,50,0,0,1,1
dbo,Product,Variant3,nvarchar,50,0,0,1,1
dbo,Product,Variant4,nvarchar,50,0,0,1,1
dbo,Product,Variant5,nvarchar,50,0,0,1,1
dbo,Product,Variant6,nvarchar,50,0,0,1,1
dbo,Product,Variant7,nvarchar,50,0,0,1,1
dbo,Product,Variant8,nvarchar,50,0,0,1,1
dbo,Product,Variant9,nvarchar,50,0,0,1,1
dbo,Product,Variant10,nvarchar,50,0,0,1,1
dbo,Product,Variant11,nvarchar,50,0,0,1,1
dbo,Product,Variant12,nvarchar,50,0,0,1,1
dbo,Product,Variant13,nvarchar,50,0,0,1,1
dbo,Product,Variant14,nvarchar,50,0,0,1,1
dbo,Product,Variant15,nvarchar,50,0,0,1,1
dbo,Product,Variant16,nvarchar,50,0,0,1,1
dbo,Product,Variant17,nvarchar,50,0,0,1,1
dbo,Product,Variant18,nvarchar,50,0,0,1,1
dbo,Product,Variant19,nvarchar,50,0,0,1,1
dbo,Product,Variant20,nvarchar,50,0,0,1,1
dbo,ProductionStop,ProductionStopID,int,4,10,0,0,0
dbo,ProductionStop,ProductionStopReasonID,smallint,2,5,0,0,0
dbo,ProductionStop,JobID,int,4,10,0,0,0
dbo,ProductionStop,FromDT,datetime,8,23,3,0,0
dbo,ProductionStop,ToDT,datetime,8,23,3,0,0
dbo,ProductionStop,LineID,smallint,2,5,0,0,0
dbo,ProductionStop,IsEdited,tinyint,1,3,0,0,0
dbo,ProductionStop,RevisionNo,tinyint,1,3,0,0,0
dbo,ProductionStop_,ProductionStopID,int,4,10,0,0,0
dbo,ProductionStop_,StopComments,nvarchar,508,0,0,1,1
dbo,ProductionStop_,StopLoginID,smallint,2,5,0,0,0
dbo,ProductionStop_,OpenedStopDT,datetime,8,23,3,0,0
dbo,ProductionStop_,SavedStopDT,datetime,8,23,3,0,0
dbo,ProductionStop_,OriginalLoginID,smallint,2,5,0,0,0
dbo,ProductionStop_,EditedProductionStopID,int,4,10,0,1,0
dbo,ProductionStopReason,ProductionStopReasonID,smallint,2,5,0,0,0
dbo,ProductionStopReason,ProductionStopReason,nvarchar,508,0,0,0,1
dbo,ProductionStopReason,Description,nvarchar,508,0,0,1,1
dbo,ProductionStopReason,StopCode,nvarchar,100,0,0,1,1
dbo,ProductionStopReason,RfLineStopReasonTypeID,smallint,2,5,0,0,0
dbo,ProductionStopReason,RfStopRelativeToJobID,tinyint,1,3,0,0,0
dbo,ProductionStopReason,IsPlanned,tinyint,1,3,0,0,0
dbo,ProductionStopReason,IsDefaultNoJobReason,tinyint,1,3,0,0,0
dbo,ProductionStopReason,IsRetired,tinyint,1,3,0,0,0
dbo,ProductType,ProductTypeID,smallint,2,5,0,0,0
dbo,ProductType,Name,nvarchar,508,0,0,0,1
dbo,ProductType,ProductTypeCode,nvarchar,100,0,0,1,1
dbo,ProductType,Variant1TagListID,smallint,2,5,0,1,0
dbo,ProductType,Variant2TagListID,smallint,2,5,0,1,0
dbo,ProductType,Variant3TagListID,smallint,2,5,0,1,0
dbo,ProductType,Variant4TagListID,smallint,2,5,0,1,0
dbo,ProductType,Variant5TagListID,smallint,2,5,0,1,0
dbo,ProductType,Variant6TagListID,smallint,2,5,0,1,0
dbo,ProductType,Variant7TagListID,smallint,2,5,0,1,0
dbo,ProductType,Variant8TagListID,smallint,2,5,0,1,0
dbo,ProductType,Variant9TagListID,smallint,2,5,0,1,0
dbo,ProductType,Variant10TagListID,smallint,2,5,0,1,0
dbo,ProductType,Variant11TagListID,smallint,2,5,0,1,0
dbo,ProductType,Variant12TagListID,smallint,2,5,0,1,0
dbo,ProductType,Variant13TagListID,smallint,2,5,0,1,0
dbo,ProductType,Variant14TagListID,smallint,2,5,0,1,0
dbo,ProductType,Variant15TagListID,smallint,2,5,0,1,0
dbo,ProductType,Variant16TagListID,smallint,2,5,0,1,0
dbo,ProductType,Variant17TagListID,smallint,2,5,0,1,0
dbo,ProductType,Variant18TagListID,smallint,2,5,0,1,0
dbo,ProductType,Variant19TagListID,smallint,2,5,0,1,0
dbo,ProductType,Variant20TagListID,smallint,2,5,0,1,0
dbo,Query,MeasurementSetID,int,4,10,0,0,0
dbo,Query,SerialNo,nvarchar,508,0,0,0,1
dbo,Query,BinNo,nvarchar,508,0,0,0,1
dbo,Query,Komax1,nvarchar,508,0,0,1,1
dbo,Query,CktFormBuildMachine,nvarchar,508,0,0,1,1
dbo,Query,ElBuildMachine,nvarchar,508,0,0,1,1
dbo,Query,Comments,nvarchar,4000,0,0,1,1
dbo,Query,DT,datetime2,7,23,3,0,0
dbo,Query,NumCells,int,4,10,0,1,0
dbo,Query,CellHole,int,4,10,0,1,0
dbo,Query,LiftedTab,int,4,10,0,1,0
dbo,Query,MultipleCrack,int,4,10,0,1,0
dbo,Query,DiagonalCrack,int,4,10,0,1,0
dbo,Query,ReversePolarity,int,4,10,0,1,0
dbo,Query,ShatteredCell,int,4,10,0,1,0
dbo,Query,ShortedPasteBusbar,int,4,10,0,1,0
dbo,Query,ShortedPasteMiddle,int,4,10,0,1,0
dbo,Query,ShortedPasteUnknown,int,4,10,0,1,0
dbo,Query,VerticalCrack,int,4,10,0,1,0
dbo,Query,VisibleCrack,int,4,10,0,1,0
dbo,Query,Weird,int,4,10,0,1,0
dbo,Query,CellReplacementFab,int,4,10,0,1,0
dbo,Query,CellReplacementMod,int,4,10,0,1,0
dbo,Query,TouchUpthenGood,int,4,10,0,1,0
dbo,Query,WipethenGood,int,4,10,0,1,0
dbo,Query,Rework,int,4,10,0,1,0
dbo,RootCause,RootCauseID,int,4,10,0,0,0
dbo,RootCause,RootCause,nvarchar,508,0,0,0,1
dbo,RootCause,Comments,nvarchar,508,0,0,1,1
dbo,RootCause,RootCauseTypeID,smallint,2,5,0,0,0
dbo,RootCause,LineTypeID,smallint,2,5,0,1,0
dbo,RootCause,MachineStageTypeID,smallint,2,5,0,1,0
dbo,RootCauseType,RootCauseTypeID,smallint,2,5,0,0,0
dbo,RootCauseType,RootCauseType,nvarchar,508,0,0,0,1
dbo,RootCauseType,Description,nvarchar,2000,0,0,1,1
dbo,RootCauseType,RootCauseTypeCode,nvarchar,100,0,0,1,1
dbo,Scrap,ScrapID,int,4,10,0,0,0
dbo,Scrap,ScrapReasonID,smallint,2,5,0,0,0
dbo,Scrap,PartID,int,4,10,0,0,0
dbo,Scrap,Quantity,float,8,53,0,0,0
dbo,Scrap,UnitID,smallint,2,5,0,0,0
dbo,Scrap,DT,datetime,8,23,3,0,0
dbo,Scrap,MachineStageID,smallint,2,5,0,0,0
dbo,Scrap,IsEdited,tinyint,1,3,0,0,0
dbo,Scrap,RevisionNo,tinyint,1,3,0,0,0
dbo,Scrap_,ScrapID,int,4,10,0,0,0
dbo,Scrap_,CollectionQuantity,float,8,53,0,0,0
dbo,Scrap_,CollectionUnitID,smallint,2,5,0,0,0
dbo,Scrap_,Comments,nvarchar,508,0,0,1,1
dbo,Scrap_,LoginID,smallint,2,5,0,0,0
dbo,Scrap_,OpenedDT,datetime,8,23,3,0,0
dbo,Scrap_,SavedDT,datetime,8,23,3,0,0
dbo,Scrap_,OriginalLoginID,smallint,2,5,0,0,0
dbo,Scrap_,EditedScrapID,int,4,10,0,1,0
dbo,Scrap_,Reference1,nvarchar,508,0,0,1,1
dbo,Scrap_,Reference2,nvarchar,508,0,0,1,1
dbo,Scrap_,Reference3,nvarchar,508,0,0,1,1
dbo,Scrap_,Reference4,nvarchar,508,0,0,1,1
dbo,Scrap_,Reference5,nvarchar,508,0,0,1,1
dbo,ScrapReason,ScrapReasonID,smallint,2,5,0,0,0
dbo,ScrapReason,ScrapReason,nvarchar,100,0,0,0,1
dbo,ScrapReason,Description,nvarchar,508,0,0,1,1
dbo,ScrapReason,MachineStageTypeID,smallint,2,5,0,0,0
dbo,ScrapReason,DefaultUnitID,smallint,2,5,0,0,0
dbo,ScrapReason,IsRetired,tinyint,1,3,0,0,0
dbo,ScrapReasonGroup,ScrapReasonGroupID,smallint,2,5,0,0,0
dbo,ScrapReasonGroup,ScrapReasonGroup,nvarchar,508,0,0,0,1
dbo,ScrapReasonGroup,Description,nvarchar,508,0,0,1,1
dbo,Sequences,SeqName,varchar,50,0,0,0,1
dbo,Sequences,SeqValue,smallint,2,5,0,0,0
dbo,SettingsPlantDefaults,SettingsPlantDefaultsID,smallint,2,5,0,0,0
dbo,SettingsPlantDefaults,StartOfDay,varchar,10,0,0,0,1
dbo,SettingsPlantDefaults,StartOfWeek,smallint,2,5,0,0,0
dbo,SettingsPlantDefaults,StartOfYear,smallint,2,5,0,0,0
dbo,SettingsPlantDefaults,RfLocaleID,smallint,2,5,0,0,0
dbo,SettingsPlantDefaults,RfDefaultCurrencyID,tinyint,1,3,0,0,0
dbo,SettingsPlantDefaults,DataEntryDefaultURI,nvarchar,508,0,0,1,1
dbo,SettingsPlantDefaults,OnDataCommitGoTo,varchar,50,0,0,0,1
dbo,SettingsPlantDefaults,ChainToStopped,smallint,2,5,0,0,0
dbo,SettingsPlantDefaults,ColourStagesForCurrentJob,smallint,2,5,0,0,0
dbo,SettingsPlantDefaults,UnAckAlarmsPeriod,smallint,2,5,0,0,0
dbo,SettingsPlantDefaults,ShowOverdueIcon,smallint,2,5,0,0,0
dbo,SettingsPlantDefaults,ShowAlarmIcon,smallint,2,5,0,0,0
dbo,SettingsPlantDefaults,WONumberModeID,tinyint,1,3,0,0,0
dbo,SettingsPlantDefaults,IsShowVarClassCombo,tinyint,1,3,0,0,0
dbo,SettingsPlantDefaults,IsShowAcqClassCombo,tinyint,1,3,0,0,0
dbo,SettingsPlantDefaults,RfMachineStopRecordModeID,tinyint,1,3,0,0,0
dbo,SettingsPlantDefaults,IsAutoCreateProductsForParts,tinyint,1,3,0,0,0
dbo,SettingsPlantDefaults,IsAutoCreateProductTypeForPart,tinyint,1,3,0,0,0
dbo,SettingsPlantDefaults,EnforceClosedAlarms,tinyint,1,3,0,0,0
dbo,SettingsPlantDefaults,ColourOrder,varchar,50,0,0,0,1
dbo,SettingsPlantDefaults,IsAutoReleaseJob,tinyint,1,3,0,0,0
dbo,SettingsPlantDefaults,JobClose,tinyint,1,3,0,0,0
dbo,SettingsPlantDefaults,IsAllowDuplicateWONumbers,tinyint,1,3,0,0,0
dbo,SettingsPlantDefaults,WoClose,tinyint,1,3,0,0,0
dbo,SettingsPlantDefaults,IsOverdueRefToJob,tinyint,1,3,0,0,0
dbo,SettingsPlantDefaults,DefaultSPCCalcStyleID,smallint,2,5,0,0,0
dbo,SettingsPlantDefaults,IsAllowInventoryInserts,tinyint,1,3,0,0,0
dbo,SettingsPlantNameTemplates,SettingsPlantNameTemplatesID,int,4,10,0,0,0
dbo,SettingsPlantNameTemplates,CreateInvPackNoTemplate,nvarchar,508,0,0,0,1
dbo,SettingsPlantNameTemplates,CustomerUniqueKeyTemplate,nvarchar,508,0,0,1,1
dbo,SettingsPlantNameTemplates,InventoryPackNameTemplate,nvarchar,508,0,0,1,1
dbo,SettingsPlantNameTemplates,WONumberTemplate,nvarchar,508,0,0,1,1
dbo,SettingsPlantNameTemplates,ReceiveInvPackNoTemplate,nvarchar,508,0,0,0,1
dbo,SettingsPlantNameTemplates,BOMVariantTemplate,nvarchar,508,0,0,1,1
dbo,SettingsPlantTimeWindows,SettingsPlantTimeWindowsID,smallint,2,5,0,0,0
dbo,SettingsPlantTimeWindows,JobHistory,int,4,10,0,0,0
dbo,SettingsPlantTimeWindows,ProductionSpoilageHistory,int,4,10,0,0,0
dbo,SettingsPlantTimeWindows,DowntimeHistory,int,4,10,0,0,0
dbo,SettingsPlantTimeWindows,InventoryHistory,int,4,10,0,0,0
dbo,SettingsPlantTimeWindows,InventoryLabelHistory,int,4,10,0,0,0
dbo,SettingsPlantTimeWindows,BuildRecordHistory,int,4,10,0,0,0
dbo,SettingsPlantTimeWindows,LineInfoHistory,int,4,10,0,0,0
dbo,SettingsPlantTimeWindows,QualityMeasurementHistory,int,4,10,0,0,0
